expression,expression_count
it hi thought you,2
hi thought you might,2
thought you might like,2
you might like some,2
might like some ice,2
like some ice chips,2
some ice chips carol,2
ice chips carol thanks,2
chips carol thanks and,2
carol thanks and if,2
thanks and if you,2
and if you need,2
if you need anything,4
you need anything else,2
need anything else i,2
anything else i do,2
else i do not,2
i do not believe,2
do not believe we,2
not believe we have,2
believe we have met,2
we have met hi,2
have met hi i'm,2
met hi i'm rachel,2
hi i'm rachel green,2
i'm rachel green i'm,2
rachel green i'm carol's,2
green i'm carol's exhusband's,2
i'm carol's exhusband's sister's,2
carol's exhusband's sister's roommate,2
exhusband's sister's roommate ha,2
sister's roommate ha ha,2
roommate ha ha it's,2
ha ha it's nice,2
ha it's nice to,2
it's nice to meet,2
nice to meet you,2
to meet you i'm,2
meet you i'm dr,2
you i'm dr franzblau,2
i'm dr franzblau i'm,2
dr franzblau i'm your,2
franzblau i'm your roommate's,2
i'm your roommate's brother's,2
your roommate's brother's exwife's,2
roommate's brother's exwife's obstetrician,2
brother's exwife's obstetrician oh,2
exwife's obstetrician oh that's,2
obstetrician oh that's funny,2
oh that's funny i,2
that's funny i want,2
funny i want a,2
i want a baby,2
want a baby hmm,2
a baby hmm not,2
baby hmm not tonight,2
hmm not tonight honey,2
not tonight honey i,2
tonight honey i got,2
honey i got an,2
i got an early,2
got an early day,2
an early day tomorrow,2
early day tomorrow get,2
day tomorrow get up,2
tomorrow get up come,2
get up come on,2
up come on let's,2
come on let's get,2
on let's get some,2
let's get some coffee,2
get some coffee oh,2
some coffee oh okay,2
coffee oh okay because,2
oh okay because we,2
okay because we never,2
because we never do,2
we never do that,2
never do that shoot,2
do that shoot shoot,2
that shoot shoot shoot,2
shoot shoot shoot or,2
shoot shoot or just,2
shoot or just fall,2
or just fall down,2
just fall down that's,2
fall down that's good,2
down that's good too,2
that's good too lydia,2
good too lydia knickfan,2
too lydia knickfan joey,2
lydia knickfan joey oh,2
knickfan joey oh yeah,2
joey oh yeah oh,2
oh yeah oh boy,2
yeah oh boy do,2
oh boy do they,2
boy do they suck,2
do they suck hey,2
they suck hey listen,2
suck hey listen lady,2
hey listen lady i,2
listen lady i whoa,2
lady i whoa look,2
i whoa look look,2
whoa look look at,2
look look at your,2
look at your man,2
at your man ewing,2
your man ewing nice,2
man ewing nice shot,2
ewing nice shot you,2
nice shot you know,2
shot you know he,2
you know he couldn't,2
know he couldn't hit,2
he couldn't hit water,2
couldn't hit water if,2
hit water if he,2
water if he was,2
if he was standing,2
he was standing on,2
was standing on a,2
standing on a boat,2
on a boat oh,2
a boat oh yeah,2
boat oh yeah and,2
oh yeah and who,2
yeah and who do,2
and who do you,2
who do you like,2
do you like celtics,2
you like celtics celtics,2
like celtics celtics ha,2
celtics celtics ha they,2
celtics ha they couldn't,2
ha they couldn't hit,2
they couldn't hit a,2
couldn't hit a boat,2
hit a boat if,2
a boat if wait,2
boat if wait they,2
if wait they suck,2
wait they suck all,2
they suck all right,2
suck all right shut,2
all right shut up,2
right shut up you,2
shut up you know,3
up you know it's,2
know it's a rebuilding,2
it's a rebuilding year,2
a rebuilding year you,2
rebuilding year you aah,2
year you aah aah,2
you aah aah oh,2
aah aah oh aah,2
aah oh aah uh,2
oh aah uh let,2
aah uh let me,2
uh let me get,2
let me get the,2
me get the father,2
get the father hey,2
the father hey we,2
father hey we need,2
hey we need a,2
we need a father,4
need a father over,2
a father over here,2
father over here we,2
over here we need,2
here we need a,2
need a father there's,2
a father there's no,2
father there's no father,2
there's no father oh,2
no father oh oh,2
father oh oh oh,2
oh oh oh sorry,2
oh oh sorry oh,2
oh sorry oh that's,2
sorry oh that's okay,2
oh that's okay i'm,2
that's okay i'm fine,2
okay i'm fine i'm,2
i'm fine i'm oh,2
fine i'm oh oh,2
i'm oh oh uh,2
oh oh uh okay,2
oh uh okay all,2
uh okay all right,2
okay all right uh,2
all right uh right,2
right uh right this,2
uh right this way,2
right this way all,2
this way all the,2
way all the other,2
all the other pregnant,2
the other pregnant women,2
other pregnant women seem,2
pregnant women seem to,2
women seem to be,2
seem to be going,2
to be going in,2
be going in here,2
going in here okay,2
in here okay they're,2
here okay they're tiny,2
okay they're tiny and,2
they're tiny and chubby,2
tiny and chubby and,2
and chubby and so,2
chubby and so sweet,2
and so sweet to,2
so sweet to touch,2
sweet to touch but,2
to touch but soon,2
touch but soon they'll,2
but soon they'll grow,2
soon they'll grow up,2
they'll grow up and,2
grow up and resent,2
up and resent you,2
and resent you so,2
resent you so much,2
you so much now,2
so much now they're,2
much now they're yelling,2
now they're yelling at,2
they're yelling at you,2
yelling at you and,2
at you and you,2
you and you don't,2
and you don't know,2
you don't know why,2
don't know why and,2
know why and you,2
why and you cry,2
and you cry and,6
you cry and you,6
cry and you cry,6
and you cry thanks,2
you cry thanks ross,2
cry thanks ross yeah,2
thanks ross yeah i'm,2
ross yeah i'm paying,2
yeah i'm paying you,2
i'm paying you to,2
paying you to stop,2
you to stop okay,2
to stop okay oh,2
stop okay oh look,2
okay oh look twins,2
oh look twins hi,2
look twins hi guys,2
twins hi guys oh,2
hi guys oh cute,2
guys oh cute cute,2
oh cute cute no,2
cute cute no fair,2
cute no fair i,2
no fair i don't,2
fair i don't even,2
don't even have one,2
even have one how,2
have one how come,2
one how come they,2
how come they get,2
come they get two,2
they get two you'll,2
get two you'll get,2
two you'll get one,2
you'll get one oh,2
get one oh yeah,2
one oh yeah when,2
oh yeah when chandler,2
yeah when chandler i'll,2
when chandler i'll tell,2
chandler i'll tell you,2
i'll tell you what,4
tell you what when,2
you what when we're,2
what when we're 40,2
when we're 40 if,2
we're 40 if neither,2
40 if neither of,2
if neither of us,2
neither of us are,2
of us are married,2
us are married what,2
are married what do,2
married what do you,2
you say you and,4
you and i have,4
and i have one,2
i have one why,2
have one why won't,2
one why won't i,2
why won't i be,4
won't i be married,4
i be married when,4
be married when i'm,4
married when i'm 40,4
when i'm 40 oh,2
i'm 40 oh no,2
40 oh no no,2
no no i just,4
no i just meant,2
i just meant hypothetically,2
just meant hypothetically okay,2
meant hypothetically okay hypothetically,2
hypothetically okay hypothetically why,2
okay hypothetically why won't,2
hypothetically why won't i,2
when i'm 40 no,2
i'm 40 no no,2
40 no no no,2
no no no what,2
no no what is,2
no what is it,2
what is it seriously,2
is it seriously is,2
it seriously is there,2
seriously is there something,2
is there something fundamentally,2
there something fundamentally unmarriable,2
something fundamentally unmarriable about,2
fundamentally unmarriable about me,2
unmarriable about me uh,2
about me uh uh,2
me uh uh well,2
uh uh well dear,2
uh well dear god,2
well dear god this,2
dear god this parachute,2
god this parachute is,2
this parachute is a,2
parachute is a knapsack,2
is a knapsack hey,2
a knapsack hey hey,2
knapsack hey hey ooh,2
hey hey ooh look,2
hey ooh look at,2
ooh look at you,2
look at you dressydress,2
at you dressydress yeah,2
you dressydress yeah did,2
dressydress yeah did you,2
yeah did you go,2
did you go home,2
you go home and,2
go home and change,2
home and change yeah,2
and change yeah well,2
change yeah well it's,2
yeah well it's an,2
well it's an important,2
it's an important day,2
an important day i,2
important day i wanna,2
day i wanna look,2
i wanna look nice,2
wanna look nice um,2
look nice um has,2
nice um has dr,2
um has dr franzblau,2
has dr franzblau been,2
dr franzblau been by,2
franzblau been by no,2
been by no i,2
by no i haven't,2
no i haven't seen,4
i haven't seen him,2
haven't seen him well,2
seen him well where,2
him well where is,2
well where is he,2
where is he he,2
is he he is,2
he he is supposed,2
he is supposed to,2
is supposed to be,7
supposed to be here,3
to be here what,2
be here what if,2
here what if the,2
what if the baby,2
if the baby needs,2
the baby needs him,2
baby needs him rachel,2
needs him rachel what,2
him rachel what is,2
rachel what is the,2
what is the deal,2
is the deal with,2
the deal with you,2
deal with you and,2
with you and doctors,2
you and doctors is,2
and doctors is like,2
doctors is like your,2
is like your father,2
like your father a,2
your father a doctor,2
father a doctor yeah,2
a doctor yeah why,2
doctor yeah why no,2
yeah why no reason,2
why no reason mom,2
no reason mom we've,2
reason mom we've been,2
mom we've been through,2
we've been through this,2
been through this no,2
through this no i,2
this no i am,2
no i am not,4
i am not calling,2
am not calling him,2
not calling him i,2
calling him i don't,2
him i don't care,2
i don't care if,3
don't care if it,2
care if it is,2
if it is his,2
it is his kid,2
is his kid the,2
his kid the guy's,2
kid the guy's a,2
the guy's a jerk,2
guy's a jerk no,2
a jerk no i,2
jerk no i am,2
i am not alone,2
am not alone joey's,2
not alone joey's here,2
alone joey's here what,2
joey's here what do,2
here what do you,2
do you mean joey,2
you mean joey who,2
mean joey who joey,2
joey who joey who,2
who joey who tribbiani,2
joey who tribbiani joey,2
who tribbiani joey tribbiani,2
tribbiani joey tribbiani yes,2
joey tribbiani yes okay,2
tribbiani yes okay hold,2
yes okay hold on,2
okay hold on she,2
hold on she wants,2
on she wants to,2
she wants to talk,2
wants to talk to,2
to talk to you,2
talk to you no,2
to you no take,2
you no take the,2
no take the phone,2
take the phone hi,2
the phone hi yeah,2
phone hi yeah it's,2
hi yeah it's me,2
yeah it's me oh,2
it's me oh no,2
me oh no no,2
no no no we're,2
no no we're just,2
no we're just friends,2
we're just friends yeah,2
just friends yeah yeah,2
friends yeah yeah i'm,2
yeah yeah i'm single,2
yeah i'm single twentyfive,2
i'm single twentyfive an,2
single twentyfive an actor,2
twentyfive an actor hello,2
an actor hello she's,2
actor hello she's not,2
hello she's not much,2
she's not much of,2
not much of a,2
much of a phone,2
of a phone person,2
a phone person yeah,2
phone person yeah so,2
person yeah so uh,2
yeah so uh what's,2
so uh what's the,3
uh what's the deal,3
the deal with this,2
deal with this father,2
